filter,tp_pct,sl_pct,max_days,train_n,train_ev,train_tp_rate,train_sl_rate,train_sharpe,n,tp_rate,sl_rate,win_rate,ev,std,sharpe,total_ev,val_n,val_ev,val_tp_rate,val_sl_rate,generalize
⑩ DVS > 20（強い買い越し）,5.0,-5.0,1,720307,-0.0445,2.87,2.39,-0.025,720307,2.87,2.39,46.12,-0.0445,1.7804,-0.025,-32078.7,94956,-0.1098,4.02,3.93,False
① 全シグナル（ベースライン）,5.0,-2.0,1,1050137,-0.0445,2.3,19.19,-0.0287,1050137,2.3,19.19,44.31,-0.0445,1.5477,-0.0287,-46702.6,139118,-0.0859,2.92,23.42,False
⑩ DVS > 20（強い買い越し）,3.0,-5.0,3,720307,-0.0445,26.55,10.34,-0.0171,720307,26.55,10.34,51.19,-0.0445,2.6015,-0.0171,-32047.6,94295,-0.0942,30.65,13.86,False
⑱ RSI5<20 + 出来高1.5倍,3.0,-3.0,2,1737,-0.0447,22.34,25.33,-0.0198,1737,22.34,25.33,48.24,-0.0447,2.2563,-0.0198,-77.6,231,0.1882,27.27,22.51,True
㊹ 直近5日-5% + 水・木,3.0,-1.0,1,4781,-0.0447,13.57,63.15,-0.0303,4781,13.57,63.15,31.02,-0.0447,1.4733,-0.0303,-213.7,1017,-0.0401,12.59,59.59,False
㊲ MA200上方(+5%以上),5.0,-2.0,1,414127,-0.0447,2.83,22.51,-0.0271,414127,2.83,22.51,44.52,-0.0447,1.6507,-0.0271,-18531.3,87331,-0.0628,3.41,25.56,False
㉟ MA200割れ(-5%以下),3.0,-1.0,1,269062,-0.0448,6.78,48.34,-0.0365,269062,6.78,48.34,36.85,-0.0448,1.2289,-0.0365,-12064.3,22330,-0.1152,7.37,53.61,False
㊸ 直近5日-3% + 月曜除外,5.0,-3.0,2,26510,-0.0448,13.23,33.53,-0.0159,26510,13.23,33.53,44.84,-0.0448,2.8136,-0.0159,-1188.5,5277,-0.1509,13.13,35.61,False
㉛ 高位株(3000円〜),2.0,-1.0,2,153282,-0.0448,23.29,59.06,-0.0351,153282,23.29,59.06,35.8,-0.0448,1.2769,-0.0351,-6872.3,37525,-0.0561,24.41,60.9,False
㉒ 月曜エントリー除外,2.0,-5.0,3,855864,-0.0449,41.9,9.3,-0.0194,855864,41.9,9.3,56.39,-0.0449,2.3163,-0.0194,-38434.5,112949,-0.1049,45.34,12.1,False
㉓ 水・木のみ,2.0,-5.0,2,428380,-0.0449,33.37,6.31,-0.0217,428380,33.37,6.31,53.64,-0.0449,2.0692,-0.0217,-19226.0,56155,-0.1164,35.49,8.73,False
㉙ 低位株(〜500円),5.0,-1.0,2,173450,-0.045,5.9,63.95,-0.0267,173450,5.9,63.95,27.77,-0.045,1.6851,-0.0267,-7813.5,17816,-0.1256,7.05,70.57,False
⑧ DVS > 0（買い越し）,3.0,-2.0,2,960484,-0.045,15.97,33.46,-0.0245,960484,15.97,33.46,44.42,-0.045,1.8333,-0.0245,-43177.5,127556,-0.0542,18.49,37.56,False
⑪ ブレイクアウトあり,5.0,-1.0,2,246466,-0.0452,4.6,63.56,-0.0278,246466,4.6,63.56,30.43,-0.0452,1.6225,-0.0278,-11132.3,33408,-0.0396,5.78,65.67,False
㉛ 高位株(3000円〜),5.0,-5.0,1,153282,-0.0452,1.98,1.89,-0.0269,153282,1.98,1.89,46.92,-0.0452,1.6801,-0.0269,-6922.6,37777,-0.034,3.27,2.82,False
④ RSI5 < 25,2.0,-1.0,1,23523,-0.0452,14.27,45.69,-0.0408,23523,14.27,45.69,39.36,-0.0452,1.1081,-0.0408,-1063.7,3226,-0.0371,13.73,46.34,False
⑥ RSI5 < 15,2.0,-5.0,5,5431,-0.0453,53.03,17.01,-0.0168,5431,53.03,17.01,62.09,-0.0453,2.6939,-0.0168,-246.1,664,0.287,60.54,13.86,True
⑩ DVS > 20（強い買い越し）,3.0,-1.5,2,720307,-0.0453,14.65,45.44,-0.0271,720307,14.65,45.44,40.33,-0.0453,1.6715,-0.0271,-32636.3,94570,-0.0491,16.84,48.73,False
⑧ DVS > 0（買い越し）,5.0,-3.0,1,960484,-0.0453,2.55,8.46,-0.0272,960484,2.55,8.46,45.62,-0.0453,1.6645,-0.0272,-43557.5,128150,-0.0995,3.36,11.47,False
㉖ 直近5日-3%以下,3.0,-1.0,3,32717,-0.0453,20.39,72.5,-0.0276,32717,20.39,72.5,26.2,-0.0453,1.6368,-0.0276,-1480.6,6103,-0.0514,20.14,72.59,False
㉟ MA200割れ(-5%以下),2.0,-2.0,5,269062,-0.0454,43.75,46.06,-0.0237,269062,43.75,46.06,48.56,-0.0454,1.9155,-0.0237,-12222.9,21872,-0.2139,41.24,51.57,False
㉑ スコア>=20 + RSI5<20,2.0,-1.5,2,12034,-0.0455,27.61,43.83,-0.0303,12034,27.61,43.83,43.94,-0.0455,1.503,-0.0303,-547.7,1563,0.0416,30.71,42.55,True
⑤ RSI5 < 20（超売られすぎ）,2.0,-1.5,2,12034,-0.0455,27.61,43.83,-0.0303,12034,27.61,43.83,43.94,-0.0455,1.503,-0.0303,-547.7,1563,0.0416,30.71,42.55,True
③ RSI5 < 30,2.0,-2.0,3,43169,-0.0455,36.12,39.0,-0.0255,43169,36.12,39.0,48.56,-0.0455,1.7854,-0.0255,-1963.3,5817,0.048,39.37,37.94,True
⑱ RSI5<20 + 出来高1.5倍,2.0,-3.0,5,1737,-0.0456,49.11,33.16,-0.0201,1737,49.11,33.16,56.53,-0.0456,2.2669,-0.0201,-79.2,222,0.2007,53.6,28.83,True
㉛ 高位株(3000円〜),2.0,-1.5,3,153282,-0.0457,33.59,50.35,-0.0285,153282,33.59,50.35,42.93,-0.0457,1.6047,-0.0285,-7010.9,37343,-0.0461,35.15,52.0,False
⑧ DVS > 0（買い越し）,5.0,-2.0,1,960484,-0.0457,2.3,19.22,-0.0295,960484,2.3,19.22,44.34,-0.0457,1.547,-0.0295,-43848.1,128150,-0.0858,2.94,23.48,False
⑮ 52週安値圏40%以内,3.0,-3.0,2,397726,-0.0457,17.66,18.4,-0.0223,397726,17.66,18.4,47.25,-0.0457,2.0458,-0.0223,-18165.9,29410,-0.2286,19.5,25.17,False
⑭ 52週安値圏20%以内,2.0,-1.0,5,180210,-0.0458,29.62,65.68,-0.0335,180210,29.62,65.68,32.61,-0.0458,1.3669,-0.0335,-8262.5,13149,-0.1133,27.77,67.87,False
㉚ 中位株(500〜3000円),3.0,-5.0,1,723405,-0.0458,7.53,1.9,-0.0286,723405,7.53,1.9,47.46,-0.0458,1.6018,-0.0286,-33143.4,83444,-0.1151,8.73,2.9,False
⑮ 52週安値圏40%以内,3.0,-2.0,2,397726,-0.0458,16.07,33.16,-0.025,397726,16.07,33.16,43.89,-0.0458,1.8314,-0.025,-18208.8,29410,-0.1713,17.6,39.74,False
② RSI5 < 40（現行）,2.0,-1.5,3,101385,-0.0458,32.41,49.09,-0.0289,101385,32.41,49.09,43.05,-0.0458,1.5864,-0.0289,-4642.4,14065,-0.0045,34.69,49.34,False
㊲ MA200上方(+5%以上),3.0,-2.0,2,414127,-0.0459,18.24,37.1,-0.024,414127,18.24,37.1,44.28,-0.0459,1.9145,-0.024,-19010.8,86917,-0.0253,20.34,39.39,False
㊴ 月末除外(最終2営業日を除く),3.0,-1.0,1,940499,-0.0459,5.82,45.79,-0.0389,940499,5.82,45.79,38.15,-0.0459,1.1818,-0.0389,-43181.3,125239,-0.0816,6.48,49.89,False
㉖ 直近5日-3%以下,5.0,-5.0,1,32717,-0.0461,6.47,5.7,-0.0195,32717,6.47,5.7,46.36,-0.0461,2.3562,-0.0195,-1506.9,6216,-0.0253,6.34,6.18,False
⑬ 出来高2倍以上,7.0,-1.0,1,70026,-0.0461,2.59,62.57,-0.0264,70026,2.59,62.57,28.92,-0.0461,1.7476,-0.0264,-3231.1,9281,-0.0737,3.21,65.62,False
⑫ 出来高1.5倍以上,10.0,-1.5,1,150888,-0.0462,0.97,42.39,-0.0237,150888,0.97,42.39,37.87,-0.0462,1.9456,-0.0237,-6965.5,20007,-0.0491,1.56,47.18,False
㉔ RSI5<20 + 月曜除外,2.0,-2.0,1,9742,-0.0463,17.87,19.99,-0.0333,9742,17.87,19.99,47.34,-0.0463,1.3899,-0.0333,-451.1,1353,-0.0092,19.51,20.69,False
㉞ RSI5<10 + 水・木,1.5,-2.0,1,778,-0.0464,29.05,21.34,-0.035,778,29.05,21.34,50.13,-0.0464,1.3253,-0.035,-36.1,98,-0.0022,24.49,14.29,False
㉜ 水・木 + DVS>10,2.0,-1.5,2,357600,-0.0464,26.97,43.24,-0.0311,357600,26.97,43.24,43.82,-0.0464,1.4948,-0.0311,-16607.8,47235,-0.0598,27.79,45.44,False
⑪ ブレイクアウトあり,7.0,-3.0,2,246466,-0.0464,3.67,21.19,-0.019,246466,3.67,21.19,45.09,-0.0464,2.4421,-0.019,-11434.5,33408,-0.0689,5.5,26.83,False
㊴ 月末除外(最終2営業日を除く),2.0,-2.0,5,940499,-0.0464,42.43,44.92,-0.0245,940499,42.43,44.92,48.61,-0.0464,1.8942,-0.0245,-43604.8,123731,-0.086,42.78,47.21,False
㊺ 直近5日-5% + DVS>0 + 月曜除外,7.0,-2.0,3,6080,-0.0464,12.73,66.97,-0.0143,6080,12.73,66.97,29.26,-0.0464,3.2351,-0.0143,-282.1,1378,-0.1967,11.68,69.09,False
⑩ DVS > 20（強い買い越し）,5.0,-1.5,1,720307,-0.0464,2.15,30.28,-0.032,720307,2.15,30.28,42.32,-0.0464,1.4519,-0.032,-33422.3,94956,-0.0699,2.82,34.78,False
③ RSI5 < 30,3.0,-2.0,1,43169,-0.0465,7.66,19.18,-0.0318,43169,7.66,19.18,45.24,-0.0465,1.4644,-0.0318,-2008.0,5954,-0.0279,7.83,20.56,False
⑯ RSI5<20 + DVS>0,3.0,-1.5,1,6328,-0.0466,8.03,31.12,-0.0334,6328,8.03,31.12,43.02,-0.0466,1.3955,-0.0334,-294.7,894,-0.0231,8.95,32.77,False
㉟ MA200割れ(-5%以下),3.0,-5.0,1,269062,-0.0466,9.48,2.31,-0.0271,269062,9.48,2.31,46.32,-0.0466,1.7216,-0.0271,-12546.4,22330,-0.2324,10.47,3.48,False
㉙ 低位株(〜500円),3.0,-5.0,5,173450,-0.0466,38.77,18.51,-0.0152,173450,38.77,18.51,52.74,-0.0466,3.0734,-0.0152,-8084.7,17580,-0.2984,42.65,26.65,False
㉓ 水・木のみ,1.5,-5.0,5,428380,-0.0467,62.34,13.25,-0.0197,428380,62.34,13.25,66.89,-0.0467,2.3694,-0.0197,-20025.9,55659,-0.1321,63.0,16.14,False
⑭ 52週安値圏20%以内,2.0,-1.5,5,180210,-0.0467,37.46,54.14,-0.0281,180210,37.46,54.14,41.93,-0.0467,1.6635,-0.0281,-8417.3,13149,-0.1674,34.84,58.05,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-2.0,3,2195,-0.0467,46.24,35.67,-0.0291,2195,46.24,35.67,54.21,-0.0467,1.6049,-0.0291,-102.4,329,0.1023,50.76,34.04,True
⑥ RSI5 < 15,1.5,-3.0,5,5431,-0.0467,58.07,28.32,-0.0233,5431,58.07,28.32,62.14,-0.0467,2.003,-0.0233,-253.7,664,0.2299,65.36,23.04,True
① 全シグナル（ベースライン）,3.0,-3.0,2,1050137,-0.0467,17.51,18.47,-0.0229,1050137,17.51,18.47,47.74,-0.0467,2.0452,-0.0229,-49088.5,138395,-0.0696,20.54,22.67,False
② RSI5 < 40（現行）,3.0,-5.0,1,101385,-0.0468,8.31,2.18,-0.0282,101385,8.31,2.18,46.88,-0.0468,1.6569,-0.0282,-4741.2,14352,-0.0192,9.25,2.75,False
㊷ 直近5日-5% + RSI5<20,10.0,-5.0,1,3526,-0.0468,2.01,7.88,-0.0167,3526,2.01,7.88,45.77,-0.0468,2.8052,-0.0167,-164.9,572,0.214,2.62,7.52,True
⑥ RSI5 < 15,2.0,-2.0,2,5431,-0.0468,30.16,32.94,-0.0281,5431,30.16,32.94,48.13,-0.0468,1.6662,-0.0281,-254.1,695,0.0908,34.39,31.22,True
㊲ MA200上方(+5%以上),5.0,-3.0,1,414127,-0.0469,3.17,10.62,-0.0262,414127,3.17,10.62,46.11,-0.0469,1.7918,-0.0262,-19440.9,87331,-0.0724,3.93,12.95,False
⑥ RSI5 < 15,2.0,-3.0,2,5431,-0.0469,33.0,19.35,-0.0248,5431,33.0,19.35,52.27,-0.0469,1.8938,-0.0248,-254.7,695,0.126,37.99,18.27,True
④ RSI5 < 25,2.0,-1.5,2,23523,-0.047,27.43,43.72,-0.0313,23523,27.43,43.72,43.93,-0.047,1.5012,-0.0313,-1105.0,3185,0.0102,29.64,42.61,True
㊵ 月初め + DVS>0,10.0,-1.5,1,142489,-0.047,0.31,30.64,-0.0306,142489,0.31,30.64,41.76,-0.047,1.5336,-0.0306,-6693.4,17448,-0.0528,0.49,35.86,False
㉖ 直近5日-3%以下,5.0,-2.0,2,32717,-0.047,11.4,48.98,-0.0192,32717,11.4,48.98,38.61,-0.047,2.4449,-0.0192,-1539.1,6152,-0.0736,11.62,50.55,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-1.0,5,2195,-0.0471,36.58,59.77,-0.0393,2195,36.58,59.77,38.41,-0.0471,1.1961,-0.0393,-103.3,325,-0.023,38.46,60.0,False
⑭ 52週安値圏20%以内,2.0,-2.0,5,180210,-0.0471,42.64,44.97,-0.0248,180210,42.64,44.97,48.28,-0.0471,1.8963,-0.0248,-8485.9,13149,-0.1972,40.22,49.62,False
㊳ 月初め(1〜3営業日),7.0,-3.0,3,155548,-0.0471,5.46,29.24,-0.0168,155548,5.46,29.24,43.96,-0.0471,2.7975,-0.0168,-7332.0,19116,0.5321,8.06,28.06,True
⑨ DVS > 10,5.0,-3.0,1,873764,-0.0471,2.55,8.5,-0.0283,873764,2.55,8.5,45.63,-0.0471,1.6648,-0.0283,-41124.7,117055,-0.1008,3.39,11.56,False
⑨ DVS > 10,3.0,-2.0,2,873764,-0.0471,15.96,33.54,-0.0257,873764,15.96,33.54,44.39,-0.0471,1.8336,-0.0257,-41114.3,116555,-0.0579,18.46,37.67,False
㊲ MA200上方(+5%以上),3.0,-5.0,2,414127,-0.0471,21.48,7.79,-0.0197,414127,21.48,7.79,50.34,-0.0471,2.3866,-0.0197,-19487.9,86917,-0.0299,24.81,10.0,False
㉟ MA200割れ(-5%以下),3.0,-5.0,2,269062,-0.0472,20.7,7.26,-0.0201,269062,20.7,7.26,49.44,-0.0472,2.3474,-0.0201,-12687.5,22182,-0.3014,22.59,11.08,False
⑨ DVS > 10,5.0,-2.0,1,873764,-0.0472,2.3,19.28,-0.0305,873764,2.3,19.28,44.35,-0.0472,1.5467,-0.0305,-41216.0,117055,-0.0872,2.97,23.6,False
⑬ 出来高2倍以上,7.0,-5.0,3,70026,-0.0473,13.35,22.16,-0.012,70026,13.35,22.16,45.32,-0.0473,3.9276,-0.012,-3310.6,9073,-0.0388,16.76,28.02,False
㉔ RSI5<20 + 月曜除外,1.5,-3.0,2,9742,-0.0473,44.41,18.03,-0.0272,9742,44.41,18.03,56.52,-0.0473,1.7407,-0.0272,-461.1,1330,0.0626,48.95,17.44,True
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-5.0,1,2195,-0.0474,31.03,3.01,-0.0302,2195,31.03,3.01,52.21,-0.0474,1.5682,-0.0302,-104.0,336,-0.0658,33.04,5.95,False
③ RSI5 < 30,1.5,-3.0,5,43169,-0.0475,57.98,28.02,-0.0238,43169,57.98,28.02,62.2,-0.0475,1.9999,-0.0238,-2052.0,5698,0.0893,61.97,26.01,True
㉛ 高位株(3000円〜),2.0,-3.0,5,153282,-0.0475,49.62,32.02,-0.021,153282,49.62,32.02,56.14,-0.0475,2.2612,-0.021,-7275.6,37027,-0.0221,51.98,33.63,False
⑭ 52週安値圏20%以内,3.0,-1.5,1,180210,-0.0476,7.92,30.86,-0.0342,180210,7.92,30.86,41.59,-0.0476,1.3932,-0.0342,-8577.1,13463,-0.1531,8.17,36.04,False
⑥ RSI5 < 15,2.0,-3.0,3,5431,-0.0477,40.42,25.5,-0.0229,5431,40.42,25.5,54.39,-0.0477,2.0778,-0.0229,-259.0,683,0.2134,46.56,23.13,True
⑫ 出来高1.5倍以上,5.0,-2.0,3,150888,-0.0477,13.27,51.4,-0.0189,150888,13.27,51.4,37.21,-0.0477,2.5289,-0.0189,-7200.1,19646,0.0312,16.08,54.1,True
㊸ 直近5日-3% + 月曜除外,3.0,-5.0,1,26510,-0.0478,17.26,5.87,-0.0219,26510,17.26,5.87,48.65,-0.0478,2.1838,-0.0219,-1267.4,5341,-0.003,16.1,5.8,False
① 全シグナル（ベースライン）,2.0,-5.0,5,1050137,-0.0479,52.0,14.7,-0.0183,1050137,52.0,14.7,60.55,-0.0479,2.6197,-0.0183,-50258.4,136883,-0.0642,54.81,17.34,False
㊳ 月初め(1〜3営業日),10.0,-1.5,1,155548,-0.0479,0.31,30.63,-0.0312,155548,0.31,30.63,41.66,-0.0479,1.5342,-0.0312,-7452.3,19116,-0.0547,0.49,35.93,False
㊴ 月末除外(最終2営業日を除く),2.0,-1.0,5,940499,-0.0481,29.57,66.0,-0.0352,940499,29.57,66.0,32.67,-0.0481,1.3673,-0.0352,-45255.4,123731,-0.0662,29.38,66.91,False
㊸ 直近5日-3% + 月曜除外,3.0,-2.0,5,26510,-0.0481,35.12,57.05,-0.0204,26510,35.12,57.05,40.14,-0.0481,2.3566,-0.0204,-1274.2,5188,-0.0519,34.97,57.05,False
㉜ 水・木 + DVS>10,2.0,-3.0,2,357600,-0.0481,31.79,17.82,-0.0258,357600,31.79,17.82,51.63,-0.0481,1.8627,-0.0258,-17208.9,47235,-0.0953,33.45,21.57,False
⑲ RSI5<15 + DVS>0,2.0,-3.0,2,2700,-0.0482,32.93,19.3,-0.0255,2700,32.93,19.3,51.93,-0.0482,1.8881,-0.0255,-130.1,394,0.0523,37.31,19.8,True
㉙ 低位株(〜500円),10.0,-3.0,1,173450,-0.0482,1.14,12.41,-0.0229,173450,1.14,12.41,40.34,-0.0482,2.1072,-0.0229,-8360.9,17897,-0.1946,2.3,20.84,False
② RSI5 < 40（現行）,3.0,-2.0,1,101385,-0.0483,7.4,18.73,-0.0333,101385,7.4,18.73,44.99,-0.0483,1.4506,-0.0333,-4899.4,14352,-0.0387,8.01,20.55,False
㉚ 中位株(500〜3000円),2.0,-1.0,3,723405,-0.0483,26.14,62.36,-0.0366,723405,26.14,62.36,34.26,-0.0483,1.3195,-0.0366,-34960.3,82792,-0.0411,27.01,62.74,False
㉕ RSI5<15 + DVS>0 + 月曜除外,1.5,-1.0,3,2195,-0.0483,34.21,57.72,-0.0411,2195,34.21,57.72,39.0,-0.0483,1.1729,-0.0411,-105.9,329,-0.0421,34.95,59.27,False
㉒ 月曜エントリー除外,2.0,-3.0,3,855864,-0.0483,39.58,23.74,-0.0236,855864,39.58,23.74,53.42,-0.0483,2.0448,-0.0236,-41330.0,112949,-0.0987,41.97,27.52,False
㊸ 直近5日-3% + 月曜除外,3.0,-2.0,1,26510,-0.0483,14.67,31.16,-0.027,26510,14.67,31.16,44.09,-0.0483,1.7856,-0.027,-1279.9,5341,-0.0426,13.27,30.48,False
⑭ 52週安値圏20%以内,3.0,-3.0,1,180210,-0.0484,9.16,9.05,-0.0298,180210,9.16,9.05,45.23,-0.0484,1.6248,-0.0298,-8726.4,13463,-0.2165,9.54,12.45,False
㉜ 水・木 + DVS>10,2.0,-5.0,2,357600,-0.0484,33.32,6.28,-0.0234,357600,33.32,6.28,53.56,-0.0484,2.0687,-0.0234,-17304.9,47235,-0.1037,35.58,8.63,False
㊴ 月末除外(最終2営業日を除く),2.0,-1.5,5,940499,-0.0484,37.33,54.36,-0.0291,940499,37.33,54.36,42.16,-0.0484,1.6636,-0.0291,-45544.0,123731,-0.0756,37.38,55.87,False
㊱ MA200割れ(-10%以下),3.0,-1.0,1,156276,-0.0485,8.41,52.74,-0.0373,156276,8.41,52.74,35.11,-0.0485,1.2985,-0.0373,-7579.2,13842,-0.1022,8.99,57.04,False
⑪ ブレイクアウトあり,7.0,-5.0,2,246466,-0.0485,4.14,7.79,-0.018,246466,4.14,7.79,46.86,-0.0485,2.6895,-0.018,-11963.1,33408,-0.0959,6.34,11.4,False
㉔ RSI5<20 + 月曜除外,1.5,-1.0,2,9742,-0.0485,31.64,55.12,-0.0424,9742,31.64,55.12,39.47,-0.0485,1.1433,-0.0424,-472.4,1330,-0.0127,34.21,54.81,False
㉛ 高位株(3000円〜),2.0,-2.0,3,153282,-0.0486,37.12,39.76,-0.027,153282,37.12,39.76,48.4,-0.0486,1.8008,-0.027,-7442.4,37343,-0.0494,39.49,42.29,False
㉑ スコア>=20 + RSI5<20,2.0,-3.0,2,12034,-0.0487,32.67,18.87,-0.0258,12034,32.67,18.87,52.14,-0.0487,1.8863,-0.0258,-586.3,1563,0.0786,36.92,18.62,True
㉙ 低位株(〜500円),7.0,-1.0,1,173450,-0.0487,1.44,51.82,-0.0327,173450,1.44,51.82,31.61,-0.0487,1.4892,-0.0327,-8443.6,17897,-0.1111,2.21,60.18,False
㉜ 水・木 + DVS>10,2.0,-2.0,2,357600,-0.0487,29.38,32.1,-0.0294,357600,29.38,32.1,47.98,-0.0487,1.6552,-0.0294,-17427.9,47235,-0.0787,30.46,35.54,False
⑤ RSI5 < 20（超売られすぎ）,2.0,-3.0,2,12034,-0.0487,32.67,18.87,-0.0258,12034,32.67,18.87,52.14,-0.0487,1.8863,-0.0258,-586.3,1563,0.0786,36.92,18.62,True
㉕ RSI5<15 + DVS>0 + 月曜除外,2.0,-5.0,3,2195,-0.0488,43.23,11.57,-0.0203,2195,43.23,11.57,58.59,-0.0488,2.4075,-0.0203,-107.2,329,0.1296,48.02,12.77,True
㊵ 月初め + DVS>0,5.0,-5.0,5,142489,-0.0489,19.94,20.43,-0.0138,142489,19.94,20.43,48.37,-0.0489,3.5369,-0.0138,-6966.5,17448,1.1033,30.96,16.99,True
⑧ DVS > 0（買い越し）,3.0,-3.0,2,960484,-0.0489,17.48,18.5,-0.0239,960484,17.48,18.5,47.72,-0.0489,2.0454,-0.0239,-46925.7,127556,-0.0718,20.57,22.71,False
㉛ 高位株(3000円〜),3.0,-1.5,1,153282,-0.049,6.16,29.09,-0.0369,153282,6.16,29.09,43.88,-0.049,1.3267,-0.0369,-7511.1,37777,-0.0516,8.7,34.0,False
㊴ 月末除外(最終2営業日を除く),3.0,-5.0,1,940499,-0.049,8.28,2.25,-0.0297,940499,8.28,2.25,46.75,-0.049,1.6498,-0.0297,-46061.4,125239,-0.1514,9.9,3.67,False
㊶ 直近5日-5% + DVS>0,3.0,-1.0,1,7435,-0.049,13.99,63.01,-0.0332,7435,13.99,63.01,30.67,-0.049,1.477,-0.0332,-364.4,1664,-0.0939,12.86,62.56,False
⑥ RSI5 < 15,3.0,-5.0,3,5431,-0.0491,28.15,12.83,-0.0181,5431,28.15,12.83,52.48,-0.0491,2.712,-0.0181,-266.8,683,0.3644,34.55,11.71,True
⑫ 出来高1.5倍以上,5.0,-1.5,2,150888,-0.0491,8.84,55.28,-0.0234,150888,8.84,55.28,34.39,-0.0491,2.0948,-0.0234,-7409.5,19796,0.0076,10.89,57.71,True
③ RSI5 < 30,3.0,-3.0,1,43169,-0.0491,8.21,8.52,-0.031,43169,8.21,8.52,46.58,-0.0491,1.5823,-0.031,-2118.1,5954,-0.0231,8.6,9.98,False
⑮ 52週安値圏40%以内,3.0,-1.0,1,397726,-0.0492,6.03,45.9,-0.0414,397726,6.03,45.9,37.25,-0.0492,1.1886,-0.0414,-19576.8,29598,-0.117,6.84,51.25,False
⑦ RSI5 < 10（極端売られすぎ）,1.5,-1.0,5,1909,-0.0492,36.35,59.93,-0.0411,1909,36.35,59.93,38.14,-0.0492,1.1967,-0.0411,-93.8,215,0.0339,39.53,55.35,True
㊹ 直近5日-5% + 水・木,5.0,-2.0,1,4781,-0.0493,7.51,39.53,-0.0227,4781,7.51,39.53,40.64,-0.0493,2.1763,-0.0227,-235.8,1017,-0.0087,7.87,37.86,False
⑲ RSI5<15 + DVS>0,2.0,-1.0,3,2700,-0.0493,26.19,62.11,-0.0374,2700,26.19,62.11,34.0,-0.0493,1.3186,-0.0374,-133.1,388,-0.036,27.58,63.66,False
㊹ 直近5日-5% + 水・木,7.0,-3.0,1,4781,-0.0493,4.2,24.33,-0.0191,4781,4.2,24.33,43.84,-0.0493,2.579,-0.0191,-235.6,1017,0.0641,5.8,21.73,True
㉒ 月曜エントリー除外,3.0,-5.0,1,855864,-0.0493,8.32,2.26,-0.0297,855864,8.32,2.26,46.87,-0.0493,1.6572,-0.0297,-42188.5,113674,-0.0626,10.47,3.44,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-2.0,5,12034,-0.0494,51.51,40.55,-0.0294,12034,51.51,40.55,54.8,-0.0494,1.6807,-0.0294,-594.5,1503,0.1269,57.02,35.6,True
㊹ 直近5日-5% + 水・木,7.0,-5.0,1,4781,-0.0494,4.66,9.16,-0.0175,4781,4.66,9.16,45.87,-0.0494,2.8295,-0.0175,-236.4,1017,0.0149,6.0,8.46,True
㊷ 直近5日-5% + RSI5<20,7.0,-5.0,1,3526,-0.0494,4.54,7.88,-0.0183,3526,4.54,7.88,45.97,-0.0494,2.7045,-0.0183,-174.2,572,0.1551,4.72,7.52,True
㉑ スコア>=20 + RSI5<20,1.5,-2.0,5,12034,-0.0494,51.51,40.55,-0.0294,12034,51.51,40.55,54.8,-0.0494,1.6807,-0.0294,-594.5,1503,0.1269,57.02,35.6,True
㉓ 水・木のみ,1.5,-5.0,3,428380,-0.0496,53.52,8.93,-0.0232,428380,53.52,8.93,62.1,-0.0496,2.1386,-0.0232,-21267.4,56155,-0.182,54.63,11.93,False
㉟ MA200割れ(-5%以下),2.0,-1.5,5,269062,-0.0496,38.25,55.28,-0.0296,269062,38.25,55.28,41.88,-0.0496,1.6772,-0.0296,-13353.9,21872,-0.181,35.63,59.93,False
㊲ MA200上方(+5%以上),3.0,-3.0,2,414127,-0.0497,20.11,21.47,-0.0231,414127,20.11,21.47,48.2,-0.0497,2.1526,-0.0231,-20564.7,86917,-0.0289,22.83,24.21,False
① 全シグナル（ベースライン）,3.0,-1.0,1,1050137,-0.0497,5.8,46.14,-0.042,1050137,5.8,46.14,37.95,-0.0497,1.183,-0.042,-52196.4,139118,-0.0708,6.69,49.69,False
① 全シグナル（ベースライン）,3.0,-5.0,2,1050137,-0.0498,18.53,6.36,-0.0222,1050137,18.53,6.36,49.4,-0.0498,2.2494,-0.0222,-52329.5,138395,-0.0839,22.15,9.01,False
⑩ DVS > 20（強い買い越し）,5.0,-3.0,1,720307,-0.0498,2.65,8.77,-0.0296,720307,2.65,8.77,45.55,-0.0498,1.6803,-0.0296,-35864.4,94956,-0.1048,3.6,12.05,False
③ RSI5 < 30,2.0,-1.5,2,43169,-0.05,26.9,43.4,-0.0335,43169,26.9,43.4,43.82,-0.05,1.4941,-0.0335,-2158.2,5881,-0.0181,29.01,43.58,False
㊵ 月初め + DVS>0,5.0,-2.0,2,142489,-0.05,6.08,35.59,-0.0244,142489,6.08,35.59,42.25,-0.05,2.0474,-0.0244,-7123.2,17448,0.1326,7.81,36.73,True
③ RSI5 < 30,2.0,-5.0,2,43169,-0.0501,33.24,6.38,-0.0241,43169,33.24,6.38,53.91,-0.0501,2.0743,-0.0241,-2161.4,5881,0.057,37.14,7.18,True
⑩ DVS > 20（強い買い越し）,5.0,-2.0,1,720307,-0.0503,2.38,19.68,-0.0323,720307,2.38,19.68,44.23,-0.0503,1.5586,-0.0323,-36237.0,94956,-0.0896,3.15,24.17,False
